dep,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27
aude,0.0,2.7406495887655293e-06,5.4812991775310585e-06,5.4812991775310585e-06,5.4812991775310585e-06,5.4812991775310585e-06,1.9184547121358704e-05,1.9184547121358704e-05,2.1925196710124234e-05,0.0002822869076428495,0.00035080314736198775,0.0006769404484250857,0.0009263395610027489,0.0011620354256365844,0.0013456589480838749,0.0017183872921559867,0.0032120413180332,0.004335707649427067,0.006103426634180833,0.007040728793538645,0.007251758811873591,0.00738056934254557,0.008443941382986596,0.009921151511331217,0.011820421676345727,0.013599103259454556,0.015035203643967694,0.01548467017652524,0.01586562046936365,0.01689610471473949,0.019220175566012656,0.021420917185791376,0.0232078207176665,0.024419187835900864,0.024794656829561744,0.025019390095840515,0.025964914203964625,0.027091321184947257,0.028165655823743342,0.02919614006911918,0.030067666638346622,0.03064320305198738,0.03093919320757406,0.031807979127212734,0.03263017400384239,0.0335674761632002,0.03523653176275841,0.03635197614538598,0.03688640281519526,0.037083729585586374,0.03774422613647887,0.03846775762791297,0.03971201254121252,0.040961748753689596,0.04178394363031926,0.04218681911986779,0.04234577679601619,0.04268287669543435,0.043458480529054995,0.04414912422542391,0.045692109943898905,0.047122729029234506,0.04799699624805071,0.048257357958983435,0.04918643816957495,0.05072668323846118,0.052371072991720495,0.05532549324840974,0.058074364785941565,0.06107263543605105,0.06287598286545877,0.06388728256371325,0.06661971020371249,0.06984271412010075,0.07415101527364015,0.07814414172447154,0.08132329524743954,0.08275665498236393,0.08454081786465029,0.08687859196386728,0.0893643611408776,0.09257640245891081,0.09633657369469711,0.09850168686982189,0.09911833302729413,0.10133551854460544,0.10628513170191599,0.11134437084277715,0.11734639344217367,0.12317027381830041,0.12639875903386621
aveyron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200979333189314e-06,1.0801468999783971e-05,1.4401958666378628e-05,5.760783466551451e-05,0.0007849067473176352,0.0010189385756462878,0.0010189385756462878,0.0010225390653128825,0.001386188521638943,0.002685965291279614,0.0037121048462590914,0.0058723986462158855,0.007193778353856125,0.007690645927846187,0.007694246417512781,0.009321667746813566,0.011514365953769713,0.014679196370706415,0.017329156765320083,0.020202347519262618,0.021577734571901777,0.021577734571901777,0.023208756390869157,0.025549074674155684,0.03233959818535321,0.03913012169655073,0.043922373442788216,0.0452149492330957,0.0452149492330957,0.04642111327140491,0.04806653704903867,0.049711960826672424,0.05136458558363938,0.052981205443940374,0.0537733131705912,0.053802117087923956,0.054176568013249805,0.05492907035356809,0.0566032980485346,0.05854396197882912,0.060596241088788076,0.06122632678044214,0.06122992727010874,0.0618600129617628,0.062475696694750484,0.06379347591272413,0.06622740692734212,0.06836609778929935,0.0687369482249586,0.0687369482249586,0.06927702167494779,0.06984229855260315,0.07040397494059192,0.07112767336357745,0.07227983005688773,0.07296392309354072,0.07301072945920645,0.07319435443220278,0.07387844746885576,0.07475696694750486,0.07575790307481818,0.07727370922445452,0.0801288975300641,0.08063296608338734,0.08147188017570389,0.08404983077698568,0.08687261467559589,0.09018146467919637,0.09471448116943905,0.09794051991070786,0.09810254194570461,0.10011521566933103,0.10306041621660546,0.10847555267516382,0.1120652408727587,0.1170447180816591,0.11965507308994024,0.12060560236192122,0.12278749909987759,0.1271584935551235,0.1322783898610211,0.13891769280622165,0.14603946136674587,0.14957154172967524
bouches_du_rhone,2.00684635634467e-06,5.017115890861674e-06,5.518827479947842e-06,6.522250658120177e-06,9.532520192637182e-06,1.1539366548981852e-05,1.354621290532652e-05,1.9065040385274363e-05,1.9566751974360532e-05,5.920196751216776e-05,0.00012041078138068019,0.00020770859788167334,0.000302532088218959,0.00030905433887707913,0.00031055947364433764,0.0005523844595838704,0.0009602759815109245,0.0015051347672585024,0.00230135105913825,0.0030729834831527757,0.0032766783883217596,0.003298753698241551,0.00449533583821206,0.008216530694464165,0.011016081361564978,0.013707262325423181,0.01571711895130237,0.016397941577692296,0.016644281967933605,0.017818287086395237,0.019299339697377602,0.020865181566915532,0.022496245943034662,0.023756545454819117,0.024270799833632437,0.02439723115408215,0.025332421556138768,0.02646478461270625,0.02740198186111921,0.02835874586150653,0.029676742206035892,0.030105705614704565,0.03024518143647052,0.031200942013679667,0.03286712620103483,0.03449267174967401,0.03628930095019158,0.03771315844001812,0.03808141474640737,0.03811753798082157,0.03860419822223515,0.03930408588901036,0.0399808948226876,0.04093565197671858,0.041695243322595034,0.0419250272303965,0.04194158371283634,0.04245483466847149,0.043101540906803563,0.04386364081062545,0.045059721239006874,0.04629292832498067,0.046785107393874203,0.046882941153746006,0.04784723082796962,0.049358386134297154,0.05110835615702971,0.053220561947082475,0.05524948361334693,0.05790905674709271,0.060062904599039624,0.062034129432559176,0.06458131917034965,0.067180185201816,0.07084669349485771,0.07502645274353457,0.07822636925872614,0.07938632645269336,0.08257620873610322,0.08512390018548277,0.08771925423582552,0.09063720883795066,0.09405436647121655,0.09608328813748102,0.09644702903956849,0.10010801850513025,0.10468964873666513,0.10913832539709219,0.1146140056803786,0.11999034706902598,0.12243368250787562
calvados,0.0,1.4493908934770163e-06,2.8987817869540326e-06,2.8987817869540326e-06,7.246954467385081e-06,8.696345360862097e-06,1.0145736254339114e-05,1.0145736254339114e-05,2.4639645189109277e-05,5.9425026632557665e-05,0.0005667118393495134,0.001149366978527274,0.002063932632311271,0.0022480052757828523,0.00230743030241541,0.003282870373725442,0.004665589286102515,0.005896122154664502,0.010010942901245752,0.01276188681706513,0.0131546717491974,0.013364833428751567,0.014938871939067606,0.016611469030140085,0.019491408735478916,0.022124951988926653,0.024290341983781317,0.02472081107914399,0.024825167223474335,0.026145562327431898,0.027374645805100406,0.02865590735493409,0.029789331033633116,0.03092855227590605,0.03131988781714484,0.03140395248896651,0.032460558450311254,0.0336621035010037,0.03476508997093971,0.0364623267072013,0.03834073730514751,0.03891469609896441,0.039174137068896796,0.04029596562044801,0.04134387523643189,0.04253962272355043,0.04449774982063788,0.04650225742631659,0.04694866982150751,0.04707041865655958,0.0477124988223699,0.048696635239040796,0.049282189160005506,0.050306908521693755,0.05136931204661241,0.05150120661791882,0.05150990296327968,0.05213603982926175,0.05284189319438506,0.05347817579662147,0.05525223025023734,0.057536470298357116,0.058271311481349966,0.05831044503547384,0.059067027081868846,0.06046713868496764,0.06203103145902934,0.06485589431041605,0.06838516113603259,0.07284638630615484,0.07457985781475335,0.07639594460428005,0.07891933414982354,0.08157896643935386,0.08557783591445695,0.09144352086035844,0.09412779279507787,0.09417272391277566,0.09708020204509055,0.09911079868685185,0.1007848451688178,0.10293139308205726,0.10671140453224533,0.1105653349180007,0.11122335838363928,0.11393661813622825,0.11709484089311467,0.12061975954605077,0.1253911543673771,0.13206704882273224,0.135299190515186
cantal,1.360220355697623e-05,1.360220355697623e-05,1.360220355697623e-05,1.360220355697623e-05,1.360220355697623e-05,2.0403305335464345e-05,2.0403305335464345e-05,2.0403305335464345e-05,2.0403305335464345e-05,2.0403305335464345e-05,2.0403305335464345e-05,0.0005100826333866086,0.0012582038290203012,0.0012582038290203012,0.0012718060325772776,0.001945115108647601,0.002584418675825484,0.004148672084877751,0.00627741694154453,0.0072159689869758905,0.00782806814703982,0.00782806814703982,0.010575713265549019,0.014316319243717483,0.018594212262386507,0.02251164688679566,0.025932601081375184,0.028870677049682048,0.02891148366035298,0.03163872547352671,0.03461080695072602,0.03961641785969327,0.04386030536946985,0.04614547556704186,0.04762811575475227,0.047634916856530755,0.04926038018158942,0.05054578841772367,0.05236168259258,0.05687081307171762,0.058883939198150104,0.059550447172441935,0.059550447172441935,0.06113510388682967,0.06253613085319822,0.0648349032543272,0.06563063216241032,0.0665555820042847,0.0671812833679056,0.0671812833679056,0.06761655388172884,0.06797021117421022,0.06888155881252762,0.0694732546672561,0.07008535382732002,0.07022137586288979,0.07022137586288979,0.07037780120379501,0.07160199952392288,0.07181283367905601,0.0733634848845513,0.07462848981535009,0.07561464957323086,0.07562145067500935,0.07644438399020641,0.07814465943482844,0.07955248750297549,0.08122555854048356,0.08359234195939742,0.08821709116876934,0.08876798041282688,0.08940048287822627,0.09131159247798143,0.09414765191961098,0.09709933009147483,0.10066990852518108,0.10308429965654436,0.10320671948855714,0.1068929166524977,0.1091236780358418,0.11000782126704527,0.11170809671166729,0.11625803380147584,0.11726459686469208,0.11730540347536302,0.12121603699799367,0.12649369197810045,0.13285272214098684,0.1415649335192301,0.14842724521372463,0.15047437684904955
charente,0.0,5.65799672967789e-06,5.65799672967789e-06,8.486995094516835e-06,8.486995094516835e-06,8.486995094516835e-06,8.486995094516835e-06,8.486995094516835e-06,1.131599345935578e-05,1.4144991824194726e-05,0.0002630968479300219,0.0009420564554913687,0.0022575406951414784,0.002260369693506317,0.002263198691871156,0.0031232141947821956,0.004359486480216814,0.005717405695339508,0.007417633712607714,0.008843448888486543,0.008843448888486543,0.008843448888486543,0.010065576182096967,0.012427789816737487,0.015782981877436476,0.019695486616008735,0.02284981979280416,0.023367526493569688,0.023367526493569688,0.02518091444543145,0.02808063776939137,0.032058209470354926,0.03566801138388942,0.03776712817059992,0.03786897211173412,0.03786897211173412,0.03898359746748067,0.040613100525627895,0.04236990851019288,0.04368256375147815,0.04511120792572182,0.045119694920816335,0.04523568385377473,0.046242807271657395,0.04808165620880271,0.0500421520756361,0.05231100876423694,0.05406781674880192,0.054189463678489994,0.05419512167521967,0.054809014320389725,0.05586423071047465,0.056843064144708924,0.05828868230914162,0.059389162673063975,0.05939482066979365,0.05940047866652333,0.059785222444141424,0.06036799610729825,0.061151628654358636,0.06226908300847002,0.06362417322522787,0.06432859381807278,0.06434273880989697,0.06477274656135248,0.06553940511822384,0.06664554347887587,0.06891722916584155,0.07215077429685246,0.07428101006557618,0.07454693591187105,0.07578320819730566,0.07797285293169101,0.07968722594078341,0.08378078657470536,0.0870737406713779,0.08923792442047969,0.08924075341884452,0.09054775066340012,0.0929806892571616,0.09464979829241658,0.09757215360329521,0.10069253879971257,0.1018128221521888,0.10183828313747234,0.1038977939470751,0.10803944755319932,0.11121641271691345,0.11700737236973877,0.12242773323677018,0.12364986053038061
charente_maritime,0.0,0.0,0.0,1.5787388087152698e-06,1.5787388087152698e-06,3.1574776174305395e-06,4.736216426145809e-06,4.736216426145809e-06,9.314558971420091e-05,0.00024786199296829737,0.00045625551571871293,0.0012203650991369035,0.0018802779211798861,0.0018802779211798861,0.0018818566599886014,0.002483356146109119,0.003668988991454287,0.004701484172354073,0.005673987278522679,0.006749108407257778,0.006952765713582048,0.006982761750947638,0.008383103074278083,0.011396915460115531,0.015179573645797318,0.019126420667585492,0.022113394493674783,0.023278503734506652,0.023357440674942415,0.025540836447395635,0.02887197533378485,0.03151794157719164,0.035425320128761935,0.03817232565592651,0.03900589974692817,0.03906431308285063,0.04023415854010865,0.0421318025881844,0.044179426823088105,0.04601392131881525,0.04696590082047056,0.047003790551879726,0.0470527314549499,0.04816732105390288,0.04990551248229839,0.05127270029064582,0.053231915152261465,0.054452280251398366,0.05451858728136441,0.05452016602017312,0.055500562820385305,0.05668619566573047,0.057941293018659114,0.05946477596906935,0.061152447755585974,0.06131821533050107,0.06133242397977951,0.06235544672782701,0.06359002047624235,0.06529505838965484,0.06701114747472833,0.0690745590977192,0.06990655444991214,0.06993655048727773,0.07094378584723808,0.0726725048427813,0.07522374675766517,0.0790521883687997,0.08325479107759975,0.08487615583415033,0.08516506503614522,0.08677222114341737,0.08952712036462551,0.09275879870606567,0.09785338884178985,0.10315163628383829,0.10504928033191405,0.10510137871260165,0.10706375105183473,0.10847198606920876,0.11077694472993305,0.11343396214500084,0.11674299868806805,0.11845750903433283,0.1185159223702553,0.12100559347159928,0.12493823184410902,0.13053486092100464,0.13797545692647972,0.14577916285795928,0.1485214321686977
cher,0.0,0.0,0.0,3.2087277394513074e-06,3.2087277394513074e-06,3.2087277394513074e-06,3.2087277394513074e-06,3.2087277394513074e-06,1.283491095780523e-05,1.283491095780523e-05,1.6043638697256537e-05,0.00011230547088079577,0.00032087277394513073,0.001042836515321675,0.0015113107652815658,0.0020535857532488367,0.003244023744585272,0.004110380234237125,0.004973527996149527,0.006038825605647361,0.006962939194609338,0.006966147922348788,0.00789988769452912,0.012305470880795765,0.016281084549975934,0.019377506818546445,0.021880314455318465,0.02267928766244184,0.02267928766244184,0.024312530081822558,0.025579977538905823,0.026831381357291833,0.028647521257821273,0.030219797850152413,0.03160275950585593,0.03186587518049094,0.032918337879030965,0.034545162842932776,0.0358222364832344,0.03784373495908872,0.03928124498636291,0.040189314936627626,0.04053585753248837,0.04139579656666132,0.04326648483876143,0.04564415209369485,0.04774586876303546,0.049356650088240014,0.05027434622172309,0.05144232311888336,0.05265522220439596,0.05393550457243703,0.055228621851435906,0.05632921546606771,0.05784052623134927,0.060154018931493664,0.061171185624899725,0.061867479544360664,0.06252206000320873,0.06329536338841649,0.06423872934381518,0.0661094176159153,0.06774586876303546,0.06776832985721161,0.06852879833146158,0.06944007700946575,0.0705502968073159,0.07207444248355527,0.07375581581902775,0.07719236322798011,0.07721482432215626,0.07828974811487245,0.07960853521578694,0.08096261832183539,0.08262473929087116,0.08488689234718434,0.08862185143590566,0.08958767848548051,0.09116637253329055,0.09242419380715547,0.09365313653136531,0.09529600513396438,0.09771859457725011,0.10087919140060966,0.10186747954436066,0.10379913364351034,0.10606770415530242,0.1094432857372052,0.11280924113588962,0.11668859297288625,0.12146317984918979
correze,0.0,0.0,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,4.153151619106159e-06,0.0014328373085916246,0.002462818910129952,0.002466972061749058,0.0024711252133681645,0.0026289449748941986,0.004356656048442361,0.006138358093038903,0.008111105112114329,0.00904971737803232,0.00904971737803232,0.009053870529651425,0.010096311586047072,0.01226010357960138,0.016085156220798154,0.018190804091684974,0.023664657925666892,0.02483169353063572,0.024985360140542652,0.025953044467794385,0.02847816065221093,0.02986531329299239,0.031098799323866916,0.03254409608731586,0.03308400579779966,0.03325428501418301,0.033910482970001786,0.03516888791059095,0.036352536122036205,0.03741158978490828,0.038703219938450294,0.03959199438493901,0.03979134566265611,0.0405264534992379,0.04190945298840025,0.04405663237547813,0.04577603714578808,0.0490944052894539,0.05055631465937927,0.050963323518051676,0.05179395384187291,0.05339707036684788,0.05466793476229437,0.05539058314401884,0.05733425810176052,0.05788662726710164,0.05796969029948376,0.058887536807306226,0.06000058144122668,0.061499869175723997,0.0636553548660401,0.06529584975558703,0.06674114651903597,0.06702356082913519,0.06812829915981743,0.06990584805279486,0.07277982897321633,0.07621033221059802,0.0799107903032216,0.0843629688389034,0.08628587803854955,0.0889438950747775,0.09241592982835024,0.09721281994841785,0.1025039351111591,0.1072219153504637,0.11183191364767153,0.11250057105834763,0.11540362404010283,0.11826099235404787,0.12174548656247794,0.12493095385433237,0.129142249596106,0.13239416731386613,0.13292577072111172,0.1352016978083819,0.13954174125034782,0.14440923494794025,0.14934733222305746,0.15485025811837314,0.15839704960108977
cote_d'or,7.5505746931163296e-06,1.1325862039674495e-05,4.7191091831977064e-05,8.871925264411688e-05,8.871925264411688e-05,8.871925264411688e-05,9.060689631739596e-05,9.249453999067504e-05,0.00013402270080281487,0.0006059336191225855,0.0011722267211063103,0.0019065201100118732,0.002765397981353856,0.0032410841870201845,0.0032448594743667426,0.00442274912649289,0.0056591557324906895,0.006991832165825721,0.00923624049335455,0.010593456294442211,0.010899254569513421,0.010908692787879818,0.013398494792934926,0.01598456662532727,0.018438503400590077,0.02135302523213298,0.02370502924903872,0.02462997464894547,0.024864042464432076,0.026615775793235062,0.02952652233743141,0.033416955948059594,0.036172915711047054,0.03810208754513828,0.038989280071579445,0.039172381507887516,0.04002748409188294,0.04088824960689821,0.041730138685180676,0.042517286096938056,0.043440343853171526,0.04374614212824274,0.04374991741558929,0.04456726712611914,0.04553940361785786,0.04640960735123952,0.04732700217645316,0.04799900332414051,0.048687993264887375,0.04913914010280107,0.04936565734359456,0.049756399583963336,0.050515232340621524,0.05165536911928209,0.052064987796383654,0.05229339268085042,0.0522952803245237,0.052451954749405866,0.05277285417386331,0.05319946164402438,0.054420767100635946,0.056168725142092375,0.05717295157627685,0.057218255024435546,0.058499965078592044,0.060489541510228194,0.06269808460796472,0.06588442712845982,0.07002969263498068,0.07303859665018754,0.07304614722488065,0.07450340814065211,0.07746700870770026,0.08053820496412534,0.0846834704706462,0.09016707534152194,0.09381400291829711,0.09388573337788172,0.09655674917557162,0.10011118221235614,0.103525929617318,0.10754094771038261,0.11124827988470272,0.11356630631548943,0.11357008160283599,0.11650725515845825,0.12159634250161866,0.1270610709357616,0.13410009419341928,0.14099754417558105,0.14426694301770043
cotes_d'armor,0.0,0.0,0.0,0.0,0.0,0.0,3.349606839897167e-06,3.349606839897167e-06,1.1723623939640085e-05,0.00011388663255650368,0.0003048142224306422,0.0004170260515671973,0.0007084418466382508,0.0007101166500581994,0.0007101166500581994,0.001102020650326168,0.00215212239463393,0.003285964309939121,0.004486798362042255,0.005372769371195056,0.00553355049951012,0.005535225302930069,0.006057763969954027,0.007208353919458703,0.008209886364587957,0.009795925203279265,0.011202760076036076,0.011569542025004815,0.011572891631844712,0.012830669000226098,0.014535618881733757,0.020997010475895393,0.028550373899863504,0.031727475987505964,0.03221149417587111,0.03221484378271101,0.033290067578318,0.03480241506653157,0.03595970422971604,0.03757421472654647,0.038783422795749346,0.03921217247125618,0.03921217247125618,0.040101493087248884,0.041129822387097316,0.04184161384057546,0.04365877555121968,0.044653608782669135,0.04518787107363273,0.04518787107363273,0.04631333897183818,0.04805848413542461,0.05007327264962275,0.05366740078883241,0.056409053987288245,0.05721295962886356,0.05722300844938325,0.057894604620782636,0.05900834889504844,0.06017233727191271,0.06218210137585101,0.0639674418215162,0.0649120309503672,0.06493882780508638,0.06654328948139712,0.06856477720927506,0.07078389174070693,0.07346692681946457,0.07699573762529623,0.07886146863511895,0.0792282505840877,0.08139042179924132,0.08444526323722754,0.08777477243608531,0.0917524305584632,0.09694599596372376,0.09982833264945527,0.10023865948734267,0.10295184102765938,0.10563655090983695,0.11007645477612066,0.11435055310382944,0.11984558312468074,0.12354187427250726,0.12356867112722644,0.12752623160856494,0.1327884639540434,0.13862515387256422,0.14525905021898056,0.15196328830903472,0.15546697706356716
creuse,0.0,1.6546429280561253e-05,1.6546429280561253e-05,1.6546429280561253e-05,1.6546429280561253e-05,1.6546429280561253e-05,2.4819643920841883e-05,3.309285856112251e-05,4.136607320140314e-05,6.618571712224501e-05,0.0001489178635250513,0.001108610761797604,0.0020765768747104374,0.00237441260176054,0.002382685816400821,0.003838771593090211,0.0057995234628367195,0.008355946786683433,0.010779998676285658,0.013543252366139387,0.01489178635250513,0.01489178635250513,0.017721225759481103,0.021841286650340856,0.024844463564762723,0.030635713812959164,0.03459858362565359,0.03764312661327685,0.03764312661327685,0.040803494605864056,0.043293732212588525,0.04516347872129194,0.04708286451783705,0.049597921768482364,0.05042524323251042,0.050441789661790984,0.051666225428552516,0.052965120127076576,0.053833807664306045,0.05447084519160765,0.05543881130452048,0.055554636309484415,0.055562909524124696,0.05658051492487921,0.05731683102786419,0.05807796677477001,0.06011317757627904,0.06155271692368787,0.061618902640810116,0.061685088357932356,0.06298398305645642,0.06383612416440532,0.06437388311602356,0.06554867959494341,0.066450459990734,0.06646700642001456,0.06646700642001456,0.06732742074260374,0.06822092792375406,0.06967701370044345,0.07119928519425509,0.07357369779601562,0.07450029783572705,0.07450857105036733,0.07523661393871203,0.0771311800913363,0.07823151763849362,0.08077139453305976,0.08504864650208485,0.08913561453438348,0.09172513071679132,0.0933549540009266,0.09683797736448474,0.09971705605930241,0.10239757760275332,0.1075352438943676,0.10990965649612813,0.11029849758422132,0.11211860480508307,0.11370706201601695,0.1147908531338937,0.11637931034482758,0.11809186577536568,0.12331226421338275,0.12437123568733867,0.12663809649877555,0.130807796677477,0.13429909325567543,0.14108312926070554,0.1471639420213118,0.1513584618439341
dordogne,2.3986049713486635e-06,4.797209942697327e-06,9.594419885394654e-06,1.1993024856743319e-05,1.4391629828091982e-05,1.9188839770789308e-05,2.1587444742137972e-05,2.1587444742137972e-05,2.3986049713486637e-05,2.63846546848353e-05,3.118186462753263e-05,0.00048691680918377874,0.001163323411104102,0.0016070653308036045,0.0016910165048008078,0.0023362412420935984,0.003007850634071224,0.0035667255923954627,0.0060133026631710995,0.0074644586708370415,0.007675535908315724,0.0076803331182584205,0.00839991460966302,0.009520063131282846,0.010856086100324052,0.012400787701872591,0.013638467867088501,0.014007853032676196,0.01401744745256159,0.015077630849897699,0.016607940821618147,0.019646973320316903,0.022011997822066687,0.02424749765536364,0.024923904257283965,0.024923904257283965,0.025832975541425107,0.027310516203775885,0.02887680525006656,0.031222640912045553,0.03287527973730479,0.03321348303826494,0.03329263700231945,0.03403620454343754,0.03512517120042983,0.03603184387959962,0.03737746126852622,0.038567169334315164,0.03905168753852759,0.03926516338097762,0.03971370251061982,0.04051963378099297,0.04192521629420329,0.0429901969014821,0.04409835239824518,0.04449172361354636,0.044757968765366064,0.04578217308813194,0.04713018908202989,0.04842303716158682,0.0501668229757573,0.05251265863773629,0.053383352242335855,0.05344331736661957,0.05414131141328204,0.05543655809781031,0.057070008083298755,0.05926233302711143,0.06182164453154046,0.0645200751243077,0.06507655147766059,0.06634781211247538,0.06916137574386737,0.07190058262114754,0.07575514081010484,0.0806914698411404,0.08392478934251839,0.08426299264347856,0.08654886318117383,0.0892928672683967,0.09221196951852803,0.09474009915832951,0.09774075397748669,0.10026888361728818,0.1003288487415719,0.10326474122650267,0.10777171996766681,0.11230988057345848,0.11708550307141366,0.12277979127339539,0.12601550937974473
doubs,0.0,1.8750468761719043e-06,1.8750468761719043e-06,1.8750468761719043e-06,7.500187504687617e-06,7.500187504687617e-06,9.375234380859521e-06,9.375234380859521e-06,1.1250281257031426e-05,1.312532813320333e-05,0.00015375384384609615,0.0005943898597464937,0.0012412810320258007,0.0014325358133953348,0.0014325358133953348,0.002375684392109803,0.0036544663616590416,0.0048301207530188255,0.0065101627540688515,0.007983949598739968,0.008370209255231381,0.008580214505362635,0.011012150303757594,0.013663466586664667,0.016329783244581113,0.019785494637365935,0.022614940373509338,0.02355058876471912,0.023773719342983574,0.02563001575039376,0.02841821045526138,0.030758268956723917,0.03280019500487512,0.03449898747468687,0.035048376209405235,0.03505212630315758,0.036199654991374786,0.037463436585914646,0.03888472211805295,0.04022538063451586,0.04120040501012525,0.04156978924473112,0.04157353933848346,0.04272106802670067,0.04387422185554639,0.045408010200255006,0.04651241281032026,0.04728680717017925,0.04746868671716793,0.04746868671716793,0.047817445436135905,0.048218705467636694,0.04841933548338708,0.048694967374184356,0.04888622215555389,0.04893684842121053,0.048938723468086705,0.04909435235880897,0.04945998649966249,0.04965499137478437,0.050633765844146104,0.05177191929798245,0.05219942998574965,0.052210680267006676,0.053039450986274654,0.054265731643291085,0.055285757143928596,0.057457061426535665,0.060931523288082205,0.06312532813320333,0.06314220355508887,0.06416972924323108,0.06611977799444986,0.06827608190204755,0.0713830345758644,0.07512562814070352,0.07722755568889222,0.07729318232955824,0.07940261006525164,0.08181767044176104,0.08446898672466811,0.08733030825770645,0.09032100802520063,0.09186229655741393,0.09190729768244206,0.09469174229355734,0.09874371859296482,0.10327758193954849,0.10859708992724817,0.11452036300907523,0.11660541513537838
drome,0.0,0.0,0.0,0.0,0.0,2.021378094729863e-06,2.021378094729863e-06,2.021378094729863e-06,2.021378094729863e-06,2.021378094729863e-06,2.021378094729863e-06,0.0003416128980093469,0.0005942851598505798,0.0005983279160400395,0.0005983279160400395,0.001136014489238183,0.001491777033910639,0.002336713077507722,0.0033251669658306247,0.004463202833163538,0.0049685473568460035,0.0049685473568460035,0.006256165203188926,0.007844968385646599,0.009344830931936157,0.010976083054383157,0.012566907614935558,0.01370494348226847,0.013753456556541989,0.015160335710473974,0.016779459564352592,0.01844305373631527,0.021131486602305988,0.023092223354193954,0.024317178479600254,0.024365691553873768,0.025798848623037243,0.02837812707191255,0.030935170361745822,0.03292622778505474,0.03428863662090267,0.035111337505457724,0.035226556056857324,0.0363282071184851,0.037575397402933426,0.03891961383592878,0.04044171154126037,0.04163634599524572,0.042420640696000905,0.04249341030741118,0.04333026083862934,0.043924545998479926,0.04431669334885752,0.04499789776678148,0.04568718769708437,0.045879218616083704,0.04588528275036789,0.04617636119600899,0.04698086967771148,0.04768026649848801,0.04918821455715649,0.05106001067287634,0.051621953783211244,0.05162801791749543,0.052553809084881706,0.054053671631171266,0.0555312990184188,0.0576436391274115,0.06110019566939957,0.06670345574799075,0.07274535487313831,0.07458076618315303,0.07725909215867009,0.07972113067805107,0.08297352803247142,0.08745088051229806,0.09126319959895858,0.09140267468749495,0.09474401267808341,0.09723232911269587,0.09999959572438105,0.10320752276071735,0.10814777082423713,0.11075534856643865,0.11087865263021718,0.11461213797118323,0.11961302737754491,0.1247695628972008,0.1309226378175585,0.13708784100648458,0.13960243535632852
